item_id,item_name,category,dimensions,weight,fragility,expiry_date,current_location,entry_date
ITEM_0016,Product_16,Food,"{'length': 45, 'width': 16, 'height': 23}",16.28,True,2023-01-17,ZONE_4-R7-B14,2022-01-17
ITEM_0017,Product_17,Electronics,"{'length': 86, 'width': 39, 'height': 6}",16.28,True,2023-01-18,ZONE_5-R6-B4,2022-01-18
ITEM_0018,Product_18,Pharmaceuticals,"{'length': 61, 'width': 26, 'height': 28}",16.28,True,2023-01-19,ZONE_3-R9-B5,2022-01-19
ITEM_0019,Product_19,Electronics,"{'length': 57, 'width': 17, 'height': 23}",16.28,True,2023-01-20,ZONE_2-R8-B9,2022-01-20
ITEM_0020,Product_20,Furniture,"{'length': 54, 'width': 33, 'height': 21}",16.28,True,2023-01-21,ZONE_5-R4-B15,2022-01-21
ITEM_0021,Product_21,Furniture,"{'length': 64, 'width': 39, 'height': 25}",16.28,False,2023-01-22,ZONE_3-R2-B2,2022-01-22
ITEM_0022,Product_22,Clothing,"{'length': 46, 'width': 30, 'height': 24}",16.28,False,2023-01-23,ZONE_1-R10-B5,2022-01-23
ITEM_0023,Product_23,Pharmaceuticals,"{'length': 81, 'width': 28, 'height': 29}",16.28,True,2023-01-24,ZONE_2-R5-B11,2022-01-24
ITEM_0024,Product_24,Electronics,"{'length': 61, 'width': 12, 'height': 16}",16.28,True,2023-01-25,ZONE_3-R2-B1,2022-01-25
ITEM_0025,Product_25,Food,"{'length': 42, 'width': 40, 'height': 19}",16.28,False,2023-01-26,ZONE_4-R10-B9,2022-01-26
ITEM_0026,Product_26,Electronics,"{'length': 86, 'width': 39, 'height': 16}",16.28,False,2023-01-27,ZONE_5-R6-B12,2022-01-27
ITEM_0027,Product_27,Furniture,"{'length': 55, 'width': 48, 'height': 27}",16.28,True,2023-01-28,ZONE_3-R1-B5,2022-01-28
ITEM_0028,Product_28,Furniture,"{'length': 49, 'width': 42, 'height': 28}",16.28,True,2023-01-29,ZONE_1-R6-B17,2022-01-29
ITEM_0029,Product_29,Clothing,"{'length': 86, 'width': 41, 'height': 16}",16.28,True,2023-01-30,ZONE_3-R3-B18,2022-01-30
ITEM_0030,Product_30,Food,"{'length': 89, 'width': 41, 'height': 11}",16.28,True,2023-01-31,ZONE_2-R6-B12,2022-01-31
ITEM_0031,Product_31,Machinery,"{'length': 93, 'width': 38, 'height': 12}",16.28,True,2023-02-01,ZONE_4-R4-B11,2022-02-01
ITEM_0032,Product_32,Food,"{'length': 72, 'width': 48, 'height': 17}",16.28,True,2023-02-02,ZONE_2-R8-B17,2022-02-02
ITEM_0033,Product_33,Pharmaceuticals,"{'length': 23, 'width': 26, 'height': 17}",16.28,False,2023-02-03,ZONE_5-R3-B9,2022-02-03
ITEM_0034,Product_34,Machinery,"{'length': 86, 'width': 38, 'height': 22}",16.28,False,2023-02-04,ZONE_3-R7-B15,2022-02-04
ITEM_0035,Product_35,Machinery,"{'length': 87, 'width': 38, 'height': 14}",16.28,False,2023-02-05,ZONE_1-R1-B16,2022-02-05
ITEM_0036,Product_36,Food,"{'length': 41, 'width': 37, 'height': 24}",16.28,False,2023-02-06,ZONE_1-R8-B18,2022-02-06
ITEM_0037,Product_37,Electronics,"{'length': 58, 'width': 38, 'height': 6}",16.28,True,2023-02-07,ZONE_2-R5-B16,2022-02-07
ITEM_0038,Product_38,Food,"{'length': 62, 'width': 23, 'height': 9}",16.28,True,2023-02-08,ZONE_2-R10-B11,2022-02-08
ITEM_0039,Product_39,Pharmaceuticals,"{'length': 92, 'width': 37, 'height': 13}",16.28,True,2023-02-09,ZONE_1-R9-B5,2022-02-09
ITEM_0040,Product_40,Pharmaceuticals,"{'length': 32, 'width': 42, 'height': 28}",16.28,False,2023-02-10,ZONE_2-R5-B12,2022-02-10
ITEM_0041,Product_41,Clothing,"{'length': 53, 'width': 21, 'height': 9}",16.28,False,2023-02-11,ZONE_1-R8-B9,2022-02-11
ITEM_0042,Product_42,Furniture,"{'length': 95, 'width': 29, 'height': 22}",16.28,True,2023-02-12,ZONE_3-R5-B13,2022-02-12
ITEM_0043,Product_43,Clothing,"{'length': 69, 'width': 33, 'height': 9}",16.28,True,2023-02-13,ZONE_4-R5-B10,2022-02-13
ITEM_0044,Product_44,Food,"{'length': 73, 'width': 47, 'height': 11}",16.28,True,2023-02-14,ZONE_2-R6-B10,2022-02-14
ITEM_0045,Product_45,Pharmaceuticals,"{'length': 56, 'width': 18, 'height': 18}",16.28,False,2023-02-15,ZONE_3-R1-B8,2022-02-15
ITEM_0046,Product_46,Machinery,"{'length': 37, 'width': 36, 'height': 15}",16.28,True,2023-02-16,ZONE_3-R6-B1,2022-02-16
ITEM_0047,Product_47,Electronics,"{'length': 30, 'width': 43, 'height': 28}",16.28,False,2023-02-17,ZONE_4-R8-B4,2022-02-17
ITEM_0048,Product_48,Food,"{'length': 98, 'width': 32, 'height': 20}",16.28,False,2023-02-18,ZONE_5-R10-B14,2022-02-18
ITEM_0049,Product_49,Furniture,"{'length': 14, 'width': 28, 'height': 10}",16.28,True,2023-02-19,ZONE_4-R8-B10,2022-02-19
ITEM_0050,Product_50,Furniture,"{'length': 62, 'width': 19, 'height': 25}",16.28,True,2023-02-20,ZONE_2-R6-B18,2022-02-20
ITEM_0051,Product_51,Pharmaceuticals,"{'length': 73, 'width': 18, 'height': 19}",16.28,True,2023-02-21,ZONE_3-R1-B1,2022-02-21
ITEM_0052,Product_52,Clothing,"{'length': 15, 'width': 29, 'height': 14}",16.28,False,2023-02-22,ZONE_2-R8-B2,2022-02-22
ITEM_0053,Product_53,Food,"{'length': 86, 'width': 44, 'height': 9}",16.28,False,2023-02-23,ZONE_2-R3-B9,2022-02-23
ITEM_0054,Product_54,Electronics,"{'length': 38, 'width': 35, 'height': 7}",16.28,True,2023-02-24,ZONE_5-R10-B14,2022-02-24
ITEM_0055,Product_55,Furniture,"{'length': 62, 'width': 26, 'height': 10}",16.28,True,2023-02-25,ZONE_4-R4-B5,2022-02-25
ITEM_0056,Product_56,Food,"{'length': 47, 'width': 45, 'height': 20}",16.28,True,2023-02-26,ZONE_4-R1-B15,2022-02-26
ITEM_0057,Product_57,Furniture,"{'length': 62, 'width': 31, 'height': 12}",16.28,False,2023-02-27,ZONE_1-R5-B1,2022-02-27
ITEM_0058,Product_58,Machinery,"{'length': 31, 'width': 34, 'height': 25}",16.28,True,2023-02-28,ZONE_4-R4-B4,2022-02-28
ITEM_0059,Product_59,Machinery,"{'length': 38, 'width': 27, 'height': 16}",16.28,True,2023-03-01,ZONE_5-R2-B15,2022-03-01
ITEM_0060,Product_60,Machinery,"{'length': 23, 'width': 28, 'height': 5}",16.28,False,2023-03-02,ZONE_1-R4-B2,2022-03-02
ITEM_0061,Product_61,Clothing,"{'length': 83, 'width': 41, 'height': 6}",16.28,False,2023-03-03,ZONE_5-R3-B11,2022-03-03
ITEM_0062,Product_62,Food,"{'length': 50, 'width': 39, 'height': 11}",16.28,True,2023-03-04,ZONE_4-R2-B11,2022-03-04
ITEM_0063,Product_63,Furniture,"{'length': 49, 'width': 45, 'height': 20}",16.28,True,2023-03-05,ZONE_1-R2-B10,2022-03-05
ITEM_0064,Product_64,Pharmaceuticals,"{'length': 29, 'width': 16, 'height': 15}",16.28,False,2023-03-06,ZONE_4-R3-B3,2022-03-06
ITEM_0065,Product_65,Electronics,"{'length': 83, 'width': 18, 'height': 24}",16.28,True,2023-03-07,ZONE_4-R3-B14,2022-03-07
ITEM_0066,Product_66,Pharmaceuticals,"{'length': 50, 'width': 26, 'height': 13}",16.28,True,2023-03-08,ZONE_1-R7-B2,2022-03-08
ITEM_0067,Product_67,Furniture,"{'length': 82, 'width': 15, 'height': 25}",16.28,True,2023-03-09,ZONE_4-R3-B9,2022-03-09
ITEM_0068,Product_68,Furniture,"{'length': 62, 'width': 25, 'height': 12}",16.28,False,2023-03-10,ZONE_5-R5-B7,2022-03-10
ITEM_0069,Product_69,Electronics,"{'length': 57, 'width': 14, 'height': 21}",16.28,False,2023-03-11,ZONE_1-R9-B6,2022-03-11
ITEM_0070,Product_70,Clothing,"{'length': 75, 'width': 36, 'height': 28}",16.28,True,2023-03-12,ZONE_1-R9-B7,2022-03-12
ITEM_0071,Product_71,Machinery,"{'length': 27, 'width': 38, 'height': 20}",16.28,True,2023-03-13,ZONE_4-R10-B3,2022-03-13
ITEM_0072,Product_72,Food,"{'length': 59, 'width': 33, 'height': 5}",16.28,True,2023-03-14,ZONE_2-R5-B18,2022-03-14
ITEM_0073,Product_73,Electronics,"{'length': 58, 'width': 32, 'height': 15}",16.28,True,2023-03-15,ZONE_2-R10-B20,2022-03-15
ITEM_0074,Product_74,Furniture,"{'length': 64, 'width': 28, 'height': 22}",16.28,True,2023-03-16,ZONE_3-R1-B9,2022-03-16
ITEM_0075,Product_75,Clothing,"{'length': 83, 'width': 33, 'height': 22}",16.28,False,2023-03-17,ZONE_4-R1-B16,2022-03-17
ITEM_0076,Product_76,Electronics,"{'length': 94, 'width': 25, 'height': 12}",16.28,False,2023-03-18,ZONE_5-R10-B18,2022-03-18
ITEM_0077,Product_77,Pharmaceuticals,"{'length': 19, 'width': 11, 'height': 11}",16.28,False,2023-03-19,ZONE_5-R10-B20,2022-03-19
ITEM_0078,Product_78,Furniture,"{'length': 68, 'width': 29, 'height': 7}",16.28,False,2023-03-20,ZONE_2-R9-B20,2022-03-20
ITEM_0079,Product_79,Food,"{'length': 89, 'width': 21, 'height': 6}",16.28,False,2023-03-21,ZONE_2-R8-B8,2022-03-21
ITEM_0080,Product_80,Clothing,"{'length': 19, 'width': 12, 'height': 26}",16.28,False,2023-03-22,ZONE_2-R6-B16,2022-03-22
ITEM_0081,Product_81,Clothing,"{'length': 74, 'width': 28, 'height': 23}",16.28,False,2023-03-23,ZONE_3-R6-B1,2022-03-23
ITEM_0082,Product_82,Electronics,"{'length': 74, 'width': 34, 'height': 7}",16.28,True,2023-03-24,ZONE_3-R2-B11,2022-03-24
ITEM_0083,Product_83,Furniture,"{'length': 81, 'width': 17, 'height': 15}",16.28,False,2023-03-25,ZONE_4-R3-B5,2022-03-25
ITEM_0084,Product_84,Furniture,"{'length': 99, 'width': 16, 'height': 19}",16.28,True,2023-03-26,ZONE_4-R8-B9,2022-03-26
ITEM_0085,Product_85,Pharmaceuticals,"{'length': 76, 'width': 30, 'height': 22}",16.28,False,2023-03-27,ZONE_3-R1-B3,2022-03-27
ITEM_0086,Product_86,Pharmaceuticals,"{'length': 72, 'width': 35, 'height': 21}",16.28,False,2023-03-28,ZONE_3-R6-B4,2022-03-28
ITEM_0087,Product_87,Clothing,"{'length': 64, 'width': 45, 'height': 15}",16.28,False,2023-03-29,ZONE_1-R5-B6,2022-03-29
ITEM_0088,Product_88,Pharmaceuticals,"{'length': 30, 'width': 40, 'height': 23}",16.28,True,2023-03-30,ZONE_2-R6-B4,2022-03-30
ITEM_0089,Product_89,Clothing,"{'length': 45, 'width': 10, 'height': 12}",16.28,False,2023-03-31,ZONE_3-R5-B12,2022-03-31
ITEM_0090,Product_90,Electronics,"{'length': 13, 'width': 41, 'height': 17}",16.28,True,2023-04-01,ZONE_4-R4-B2,2022-04-01
ITEM_0091,Product_91,Furniture,"{'length': 37, 'width': 33, 'height': 16}",16.28,True,2023-04-02,ZONE_2-R3-B18,2022-04-02
ITEM_0092,Product_92,Clothing,"{'length': 27, 'width': 42, 'height': 28}",16.28,True,2023-04-03,ZONE_1-R1-B4,2022-04-03
ITEM_0093,Product_93,Pharmaceuticals,"{'length': 83, 'width': 38, 'height': 12}",16.28,False,2023-04-04,ZONE_5-R5-B15,2022-04-04
ITEM_0094,Product_94,Machinery,"{'length': 26, 'width': 25, 'height': 18}",16.28,True,2023-04-05,ZONE_4-R7-B17,2022-04-05
ITEM_0095,Product_95,Machinery,"{'length': 38, 'width': 17, 'height': 12}",16.28,False,2023-04-06,ZONE_2-R5-B2,2022-04-06
ITEM_0096,Product_96,Clothing,"{'length': 29, 'width': 16, 'height': 23}",16.28,True,2023-04-07,ZONE_4-R6-B3,2022-04-07
ITEM_0097,Product_97,Clothing,"{'length': 14, 'width': 43, 'height': 5}",16.28,False,2023-04-08,ZONE_4-R7-B3,2022-04-08
ITEM_0098,Product_98,Food,"{'length': 54, 'width': 47, 'height': 12}",16.28,False,2023-04-09,ZONE_4-R8-B19,2022-04-09
ITEM_0099,Product_99,Electronics,"{'length': 25, 'width': 21, 'height': 7}",16.28,True,2023-04-10,ZONE_5-R2-B3,2022-04-10
ITEM_0100,Product_100,Pharmaceuticals,"{'length': 84, 'width': 13, 'height': 14}",16.28,False,2023-04-11,ZONE_2-R5-B16,2022-04-11
ITEM_0101,Product_101,Machinery,"{'length': 84, 'width': 49, 'height': 15}",16.28,True,2023-04-12,ZONE_1-R1-B2,2022-04-12
ITEM_0102,Product_102,Electronics,"{'length': 67, 'width': 11, 'height': 29}",16.28,True,2023-04-13,ZONE_4-R7-B15,2022-04-13
ITEM_0103,Product_103,Machinery,"{'length': 68, 'width': 41, 'height': 16}",16.28,False,2023-04-14,ZONE_5-R5-B20,2022-04-14
ITEM_0104,Product_104,Machinery,"{'length': 18, 'width': 44, 'height': 25}",16.28,True,2023-04-15,ZONE_1-R7-B12,2022-04-15
ITEM_0105,Product_105,Food,"{'length': 64, 'width': 36, 'height': 8}",16.28,True,2023-04-16,ZONE_2-R10-B3,2022-04-16
ITEM_0106,Product_106,Machinery,"{'length': 31, 'width': 36, 'height': 16}",16.28,True,2023-04-17,ZONE_5-R5-B9,2022-04-17
ITEM_0107,Product_107,Food,"{'length': 61, 'width': 40, 'height': 11}",16.28,True,2023-04-18,ZONE_4-R2-B12,2022-04-18
ITEM_0108,Product_108,Food,"{'length': 84, 'width': 42, 'height': 13}",16.28,False,2023-04-19,ZONE_5-R8-B10,2022-04-19
ITEM_0109,Product_109,Furniture,"{'length': 92, 'width': 22, 'height': 27}",16.28,True,2023-04-20,ZONE_5-R6-B16,2022-04-20
ITEM_0110,Product_110,Furniture,"{'length': 58, 'width': 20, 'height': 7}",16.28,False,2023-04-21,ZONE_3-R5-B17,2022-04-21
ITEM_0111,Product_111,Electronics,"{'length': 46, 'width': 31, 'height': 26}",16.28,True,2023-04-22,ZONE_4-R9-B19,2022-04-22
ITEM_0112,Product_112,Food,"{'length': 38, 'width': 22, 'height': 5}",16.28,False,2023-04-23,ZONE_3-R1-B11,2022-04-23
ITEM_0113,Product_113,Food,"{'length': 97, 'width': 33, 'height': 8}",16.28,False,2023-04-24,ZONE_2-R8-B6,2022-04-24
ITEM_0114,Product_114,Food,"{'length': 28, 'width': 21, 'height': 15}",16.28,True,2023-04-25,ZONE_2-R2-B14,2022-04-25
ITEM_0115,Product_115,Food,"{'length': 11, 'width': 22, 'height': 25}",16.28,True,2023-04-26,ZONE_5-R1-B20,2022-04-26
ITEM_0116,Product_116,Electronics,"{'length': 26, 'width': 24, 'height': 14}",16.28,False,2023-04-27,ZONE_3-R9-B5,2022-04-27
ITEM_0117,Product_117,Food,"{'length': 64, 'width': 46, 'height': 13}",16.28,False,2023-04-28,ZONE_5-R3-B1,2022-04-28
ITEM_0118,Product_118,Food,"{'length': 42, 'width': 25, 'height': 10}",16.28,False,2023-04-29,ZONE_3-R1-B16,2022-04-29
ITEM_0119,Product_119,Pharmaceuticals,"{'length': 13, 'width': 19, 'height': 24}",16.28,False,2023-04-30,ZONE_2-R7-B18,2022-04-30
ITEM_0120,Product_120,Furniture,"{'length': 81, 'width': 43, 'height': 24}",16.28,False,2023-05-01,ZONE_2-R1-B10,2022-05-01
ITEM_0121,Product_121,Furniture,"{'length': 61, 'width': 46, 'height': 27}",16.28,False,2023-05-02,ZONE_1-R5-B13,2022-05-02
ITEM_0122,Product_122,Pharmaceuticals,"{'length': 82, 'width': 16, 'height': 5}",16.28,True,2023-05-03,ZONE_3-R4-B11,2022-05-03
ITEM_0123,Product_123,Clothing,"{'length': 85, 'width': 43, 'height': 14}",16.28,False,2023-05-04,ZONE_4-R5-B18,2022-05-04
ITEM_0124,Product_124,Pharmaceuticals,"{'length': 85, 'width': 29, 'height': 11}",16.28,True,2023-05-05,ZONE_1-R8-B11,2022-05-05
ITEM_0125,Product_125,Pharmaceuticals,"{'length': 25, 'width': 38, 'height': 23}",16.28,False,2023-05-06,ZONE_1-R8-B1,2022-05-06
ITEM_0126,Product_126,Machinery,"{'length': 71, 'width': 12, 'height': 9}",16.28,False,2023-05-07,ZONE_3-R9-B17,2022-05-07
ITEM_0127,Product_127,Furniture,"{'length': 20, 'width': 22, 'height': 16}",16.28,False,2023-05-08,ZONE_5-R10-B20,2022-05-08
ITEM_0128,Product_128,Electronics,"{'length': 42, 'width': 49, 'height': 9}",16.28,True,2023-05-09,ZONE_4-R3-B10,2022-05-09
ITEM_0129,Product_129,Machinery,"{'length': 72, 'width': 33, 'height': 23}",16.28,False,2023-05-10,ZONE_1-R8-B20,2022-05-10
ITEM_0130,Product_130,Electronics,"{'length': 98, 'width': 33, 'height': 18}",16.28,False,2023-05-11,ZONE_1-R4-B2,2022-05-11
ITEM_0131,Product_131,Machinery,"{'length': 84, 'width': 27, 'height': 10}",16.28,False,2023-05-12,ZONE_2-R2-B9,2022-05-12
ITEM_0132,Product_132,Furniture,"{'length': 59, 'width': 12, 'height': 6}",16.28,False,2023-05-13,ZONE_2-R4-B17,2022-05-13
ITEM_0133,Product_133,Food,"{'length': 53, 'width': 16, 'height': 19}",16.28,False,2023-05-14,ZONE_1-R6-B7,2022-05-14
ITEM_0134,Product_134,Pharmaceuticals,"{'length': 13, 'width': 39, 'height': 19}",16.28,False,2023-05-15,ZONE_3-R7-B16,2022-05-15
ITEM_0135,Product_135,Electronics,"{'length': 64, 'width': 32, 'height': 16}",16.28,True,2023-05-16,ZONE_3-R10-B14,2022-05-16
ITEM_0136,Product_136,Clothing,"{'length': 40, 'width': 28, 'height': 22}",16.28,True,2023-05-17,ZONE_5-R2-B3,2022-05-17
ITEM_0137,Product_137,Machinery,"{'length': 40, 'width': 28, 'height': 25}",16.28,False,2023-05-18,ZONE_2-R1-B14,2022-05-18
ITEM_0138,Product_138,Furniture,"{'length': 56, 'width': 40, 'height': 24}",16.28,False,2023-05-19,ZONE_2-R1-B15,2022-05-19
ITEM_0139,Product_139,Furniture,"{'length': 22, 'width': 31, 'height': 25}",16.28,False,2023-05-20,ZONE_4-R10-B15,2022-05-20
ITEM_0140,Product_140,Food,"{'length': 16, 'width': 13, 'height': 23}",16.28,False,2023-05-21,ZONE_2-R6-B11,2022-05-21
ITEM_0141,Product_141,Food,"{'length': 58, 'width': 47, 'height': 18}",16.28,False,2023-05-22,ZONE_5-R5-B18,2022-05-22
ITEM_0142,Product_142,Electronics,"{'length': 29, 'width': 13, 'height': 27}",16.28,True,2023-05-23,ZONE_1-R4-B20,2022-05-23
ITEM_0143,Product_143,Pharmaceuticals,"{'length': 95, 'width': 28, 'height': 6}",16.28,False,2023-05-24,ZONE_3-R9-B12,2022-05-24
ITEM_0144,Product_144,Food,"{'length': 30, 'width': 33, 'height': 9}",16.28,True,2023-05-25,ZONE_4-R8-B4,2022-05-25
ITEM_0145,Product_145,Food,"{'length': 77, 'width': 11, 'height': 6}",16.28,True,2023-05-26,ZONE_5-R5-B20,2022-05-26
ITEM_0146,Product_146,Machinery,"{'length': 59, 'width': 10, 'height': 17}",16.28,True,2023-05-27,ZONE_1-R10-B14,2022-05-27
ITEM_0147,Product_147,Clothing,"{'length': 34, 'width': 11, 'height': 26}",16.28,True,2023-05-28,ZONE_3-R2-B7,2022-05-28
ITEM_0148,Product_148,Food,"{'length': 98, 'width': 42, 'height': 13}",16.28,False,2023-05-29,ZONE_5-R9-B1,2022-05-29
ITEM_0149,Product_149,Food,"{'length': 45, 'width': 22, 'height': 15}",16.28,True,2023-05-30,ZONE_3-R6-B2,2022-05-30
ITEM_0150,Product_150,Machinery,"{'length': 45, 'width': 24, 'height': 15}",16.28,False,2023-05-31,ZONE_3-R10-B11,2022-05-31
ITEM_0151,Product_151,Electronics,"{'length': 72, 'width': 20, 'height': 19}",16.28,False,2023-06-01,ZONE_4-R5-B8,2022-06-01
ITEM_0152,Product_152,Food,"{'length': 63, 'width': 45, 'height': 7}",16.28,True,2023-06-02,ZONE_3-R7-B16,2022-06-02
ITEM_0153,Product_153,Pharmaceuticals,"{'length': 55, 'width': 38, 'height': 28}",16.28,True,2023-06-03,ZONE_3-R1-B1,2022-06-03
ITEM_0154,Product_154,Clothing,"{'length': 21, 'width': 25, 'height': 7}",16.28,True,2023-06-04,ZONE_2-R4-B15,2022-06-04
ITEM_0155,Product_155,Pharmaceuticals,"{'length': 94, 'width': 47, 'height': 23}",16.28,True,2023-06-05,ZONE_1-R4-B2,2022-06-05
ITEM_0156,Product_156,Furniture,"{'length': 19, 'width': 31, 'height': 6}",16.28,True,2023-06-06,ZONE_5-R1-B10,2022-06-06
ITEM_0157,Product_157,Furniture,"{'length': 58, 'width': 35, 'height': 27}",16.28,True,2023-06-07,ZONE_5-R7-B8,2022-06-07
ITEM_0158,Product_158,Machinery,"{'length': 84, 'width': 35, 'height': 5}",16.28,False,2023-06-08,ZONE_4-R2-B19,2022-06-08
ITEM_0159,Product_159,Machinery,"{'length': 71, 'width': 31, 'height': 20}",16.28,True,2023-06-09,ZONE_5-R2-B13,2022-06-09
ITEM_0160,Product_160,Furniture,"{'length': 73, 'width': 41, 'height': 5}",16.28,False,2023-06-10,ZONE_3-R4-B14,2022-06-10
ITEM_0161,Product_161,Machinery,"{'length': 78, 'width': 46, 'height': 25}",16.28,False,2023-06-11,ZONE_3-R2-B9,2022-06-11
ITEM_0162,Product_162,Electronics,"{'length': 33, 'width': 45, 'height': 19}",16.28,False,2023-06-12,ZONE_4-R8-B11,2022-06-12
ITEM_0163,Product_163,Machinery,"{'length': 82, 'width': 23, 'height': 26}",16.28,False,2023-06-13,ZONE_2-R1-B2,2022-06-13
ITEM_0164,Product_164,Food,"{'length': 64, 'width': 31, 'height': 28}",16.28,True,2023-06-14,ZONE_2-R1-B4,2022-06-14
ITEM_0165,Product_165,Machinery,"{'length': 43, 'width': 45, 'height': 18}",16.28,False,2023-06-15,ZONE_2-R5-B17,2022-06-15
ITEM_0166,Product_166,Electronics,"{'length': 12, 'width': 27, 'height': 7}",16.28,False,2023-06-16,ZONE_3-R7-B4,2022-06-16
ITEM_0167,Product_167,Pharmaceuticals,"{'length': 51, 'width': 40, 'height': 21}",16.28,True,2023-06-17,ZONE_3-R5-B15,2022-06-17
ITEM_0168,Product_168,Machinery,"{'length': 45, 'width': 11, 'height': 7}",16.28,True,2023-06-18,ZONE_1-R2-B1,2022-06-18
ITEM_0169,Product_169,Clothing,"{'length': 32, 'width': 25, 'height': 20}",16.28,True,2023-06-19,ZONE_2-R9-B19,2022-06-19
ITEM_0170,Product_170,Electronics,"{'length': 62, 'width': 15, 'height': 23}",16.28,False,2023-06-20,ZONE_4-R2-B3,2022-06-20
ITEM_0171,Product_171,Clothing,"{'length': 85, 'width': 35, 'height': 26}",16.28,False,2023-06-21,ZONE_3-R9-B14,2022-06-21
ITEM_0172,Product_172,Electronics,"{'length': 49, 'width': 22, 'height': 13}",16.28,False,2023-06-22,ZONE_2-R10-B5,2022-06-22
ITEM_0173,Product_173,Pharmaceuticals,"{'length': 73, 'width': 26, 'height': 26}",16.28,True,2023-06-23,ZONE_2-R4-B9,2022-06-23
ITEM_0174,Product_174,Machinery,"{'length': 37, 'width': 46, 'height': 29}",16.28,False,2023-06-24,ZONE_3-R10-B11,2022-06-24
ITEM_0175,Product_175,Machinery,"{'length': 92, 'width': 34, 'height': 5}",16.28,False,2023-06-25,ZONE_4-R3-B10,2022-06-25
ITEM_0176,Product_176,Machinery,"{'length': 47, 'width': 47, 'height': 7}",16.28,True,2023-06-26,ZONE_2-R5-B14,2022-06-26
ITEM_0177,Product_177,Food,"{'length': 60, 'width': 35, 'height': 16}",16.28,True,2023-06-27,ZONE_4-R6-B3,2022-06-27
ITEM_0178,Product_178,Food,"{'length': 97, 'width': 47, 'height': 9}",16.28,False,2023-06-28,ZONE_3-R5-B14,2022-06-28
ITEM_0179,Product_179,Clothing,"{'length': 25, 'width': 42, 'height': 11}",16.28,True,2023-06-29,ZONE_2-R1-B3,2022-06-29
ITEM_0180,Product_180,Furniture,"{'length': 14, 'width': 43, 'height': 12}",16.28,False,2023-06-30,ZONE_1-R6-B4,2022-06-30
ITEM_0181,Product_181,Machinery,"{'length': 79, 'width': 43, 'height': 15}",16.28,True,2023-07-01,ZONE_5-R8-B3,2022-07-01
ITEM_0182,Product_182,Furniture,"{'length': 21, 'width': 30, 'height': 14}",16.28,True,2023-07-02,ZONE_4-R9-B15,2022-07-02
ITEM_0183,Product_183,Pharmaceuticals,"{'length': 82, 'width': 29, 'height': 28}",16.28,False,2023-07-03,ZONE_4-R5-B20,2022-07-03
ITEM_0184,Product_184,Food,"{'length': 78, 'width': 16, 'height': 18}",16.28,False,2023-07-04,ZONE_5-R4-B19,2022-07-04
ITEM_0185,Product_185,Machinery,"{'length': 40, 'width': 22, 'height': 7}",16.28,True,2023-07-05,ZONE_5-R5-B7,2022-07-05
ITEM_0186,Product_186,Food,"{'length': 66, 'width': 30, 'height': 18}",16.28,False,2023-07-06,ZONE_1-R9-B19,2022-07-06
